Time	MGCplus_1	MGCplus_2	MGCplus_3	MGCplus_4	MGCplus_5
61.875	0.01493	-0.00228	-0.02109	-0.00647	0.00958
61.88	0.01608	-0.00257	-0.02117	-0.00611	0.00924
61.885	0.0159	-0.00269	-0.02094	-0.00588	0.00892
61.89	0.01484	-0.00254	-0.02084	-0.00569	0.00823
61.895	0.01235	-0.00219	-0.02076	-0.00566	0.00794
61.9	0.00813	-0.002	-0.02076	-0.00551	0.0079
61.905	0.00362	-0.00222	-0.02081	-0.00533	0.00833
61.91	0.00047	-0.00238	-0.0209	-0.00556	0.0087
61.915	-0.00141	-0.00257	-0.02114	-0.00594	0.00897
61.92	-0.00169	-0.00272	-0.02154	-0.00611	0.00896
61.925	0.00069	-0.00279	-0.02192	-0.00616	0.00917
61.93	0.00428	-0.00302	-0.0223	-0.00585	0.0094
61.935	0.0066	-0.0033	-0.02249	-0.00544	0.00945
61.94	0.00529	-0.00332	-0.02251	-0.00496	0.0095
61.945	0.00143	-0.00317	-0.02247	-0.00459	0.00951
61.95	-0.00293	-0.00339	-0.02248	-0.00453	0.00951
61.955	-0.00582	-0.004	-0.02257	-0.00439	0.0094
61.96	-0.00725	-0.00433	-0.02256	-0.00441	0.00939
61.965	-0.00634	-0.00431	-0.02286	-0.00435	0.00936
61.97	-0.00298	-0.0042	-0.0229	-0.00427	0.00945
61.975	0.00097	-0.00412	-0.02276	-0.00435	0.00939
61.98	0.00405	-0.00398	-0.02264	-0.00437	0.00934
61.985	0.00616	-0.0038	-0.02243	-0.0045	0.00913
61.99	0.00748	-0.00388	-0.02232	-0.00468	0.00915
61.995	0.00668	-0.00365	-0.02229	-0.00478	0.00928
62	0.00438	-0.00359	-0.02253	-0.00477	0.00924
62.005	0.0025	-0.00373	-0.02266	-0.0047	0.00906
62.01	0.00257	-0.00403	-0.02285	-0.00421	0.00919
62.015	0.00436	-0.00438	-0.02293	-0.00379	0.0093
62.02	0.00655	-0.00463	-0.02279	-0.00374	0.00917
62.025	0.00869	-0.00456	-0.02293	-0.00358	0.00933
62.03	0.0103	-0.00418	-0.02285	-0.00344	0.00993
62.035	0.01023	-0.00373	-0.02249	-0.00313	0.01026
62.04	0.00735	-0.0036	-0.02229	-0.00317	0.01027
62.045	0.00291	-0.00379	-0.02201	-0.00316	0.01033
62.05	-0.00191	-0.00375	-0.02154	-0.00313	0.0105
62.055	-0.00628	-0.00388	-0.02141	-0.003	0.01088
62.06	-0.00813	-0.00404	-0.02129	-0.00311	0.01115
62.065	-0.00809	-0.00398	-0.02126	-0.00335	0.01141
62.07	-0.00672	-0.00402	-0.02128	-0.00374	0.01196
62.075	-0.00541	-0.00357	-0.02114	-0.00406	0.01257
62.08	-0.00647	-0.00288	-0.02091	-0.0044	0.01252
62.085	-0.00916	-0.00218	-0.02077	-0.00398	0.01285
62.09	-0.01117	-0.00194	-0.0209	-0.00364	0.01355
62.095	-0.01151	-0.00183	-0.02103	-0.00355	0.01398
62.1	-0.01049	-0.00172	-0.02096	-0.00334	0.0138
62.105	-0.00852	-0.00152	-0.02064	-0.00308	0.01372
62.11	-0.00532	-0.0019	-0.0204	-0.00322	0.0138
62.115	-0.00139	-0.00238	-0.02064	-0.00343	0.01357
62.12	0.00178	-0.00278	-0.02109	-0.00345	0.01325
62.125	0.00252	-0.00317	-0.02123	-0.00345	0.01335
62.13	0.00109	-0.00327	-0.021	-0.00393	0.01346
62.135	-0.00257	-0.003	-0.02108	-0.00431	0.01338
62.14	-0.00629	-0.00271	-0.0211	-0.00451	0.01317
62.145	-0.00826	-0.00261	-0.02091	-0.00459	0.01329
62.15	-0.00806	-0.00288	-0.02057	-0.00444	0.01351
62.155	-0.00505	-0.00269	-0.02001	-0.00429	0.01363
62.16	-0.00029	-0.00234	-0.01981	-0.00441	0.01352
62.165	0.00422	-0.00219	-0.01961	-0.0046	0.01287
62.17	0.00655	-0.00179	-0.01925	-0.0048	0.0123
62.175	0.00457	-0.00184	-0.01946	-0.00477	0.01177
62.18	-0.00021	-0.00225	-0.01981	-0.00449	0.01139
62.185	-0.00699	-0.00225	-0.01994	-0.00447	0.0107
62.19	-0.01232	-0.00237	-0.01997	-0.00442	0.01028
62.195	-0.01497	-0.00243	-0.01984	-0.00436	0.00988
62.2	-0.01346	-0.00223	-0.01949	-0.00482	0.00961
62.205	-0.00793	-0.00181	-0.01896	-0.00504	0.00945
62.21	-0.00191	-0.00099	-0.01815	-0.00474	0.00893
62.215	0.00339	-0.00019	-0.01754	-0.00423	0.00857
62.22	0.00642	0.00038	-0.01708	-0.00413	0.008
62.225	0.00568	0.0005	-0.01685	-0.00449	0.00794
62.23	0.00202	0.00052	-0.01684	-0.00461	0.00791
62.235	-0.00284	0.00055	-0.01716	-0.00468	0.00772
62.24	-0.00662	0.00049	-0.01759	-0.00506	0.00731
62.245	-0.00765	0.00055	-0.01806	-0.00559	0.00685
62.25	-0.00446	0.00077	-0.01801	-0.00554	0.00665
62.255	0.00034	0.0006	-0.01781	-0.00527	0.00674
62.26	0.00457	0.00073	-0.01778	-0.00492	0.00669
62.265	0.00687	0.00145	-0.01786	-0.00461	0.00675
62.27	0.00672	0.0019	-0.01771	-0.00478	0.00713
62.275	0.00495	0.00191	-0.01755	-0.00496	0.0075
62.28	0.00256	0.00218	-0.01735	-0.0053	0.0072
62.285	0.00078	0.00261	-0.0172	-0.00559	0.00704
62.29	0.00032	0.00271	-0.01725	-0.00589	0.00714
62.295	0.0013	0.00277	-0.01701	-0.00612	0.00737
62.3	0.00165	0.00276	-0.01704	-0.00624	0.00735
62.305	0.00108	0.00282	-0.01706	-0.00598	0.00708
62.31	-0.00043	0.00302	-0.01704	-0.00564	0.00672
62.315	-0.0037	0.00297	-0.01698	-0.00536	0.00661
62.32	-0.00865	0.00284	-0.01686	-0.00498	0.00633
62.325	-0.013	0.00267	-0.01675	-0.00431	0.00606
62.33	-0.01483	0.00248	-0.01699	-0.00359	0.00588
62.335	-0.01409	0.00237	-0.01709	-0.00327	0.00563
62.34	-0.01222	0.00283	-0.01695	-0.00312	0.00569
62.345	-0.0092	0.00317	-0.01648	-0.00283	0.00556
62.35	-0.00518	0.00322	-0.01565	-0.00257	0.00558
62.355	-0.00167	0.00351	-0.01505	-0.00269	0.00572
62.36	-0.00012	0.00375	-0.01509	-0.00277	0.00542
62.365	-0.0001	0.00397	-0.01517	-0.00274	0.00535
62.37	0	0.00409	-0.0151	-0.00292	0.00547
62.375	-0.00073	0.00409	-0.0151	-0.003	0.00536
62.38	-0.00062	0.00398	-0.01529	-0.00296	0.00514
62.385	0.00099	0.00393	-0.01545	-0.00292	0.00504
62.39	0.00554	0.00437	-0.01547	-0.00271	0.00495
62.395	0.0117	0.00496	-0.01543	-0.00228	0.00475
62.4	0.01549	0.00531	-0.01558	-0.00172	0.00459
62.405	0.01684	0.00551	-0.01533	-0.0007	0.00455
62.41	0.01703	0.00571	-0.01482	-0.0002	0.00433
62.415	0.01593	0.00594	-0.01452	0	0.0042
62.42	0.01317	0.00598	-0.01418	0.00014	0.00441
62.425	0.01122	0.00602	-0.01392	0.00043	0.00458
62.43	0.01106	0.00627	-0.01347	0.00037	0.0045
62.435	0.01234	0.00617	-0.01328	-0.0001	0.00453
62.44	0.01432	0.00613	-0.01325	-0.00037	0.00455
62.445	0.01628	0.00607	-0.01342	-0.00059	0.00447
62.45	0.01867	0.00582	-0.01361	-0.00053	0.00433
62.455	0.01943	0.00526	-0.01352	-0.00013	0.00428
62.46	0.01729	0.00517	-0.01357	0	0.00418
62.465	0.01295	0.00521	-0.01363	0	0.00387
62.47	0.00892	0.00525	-0.01362	0.00059	0.00391
62.475	0.00584	0.00553	-0.01351	0.00119	0.00393
62.48	0.00294	0.00529	-0.01325	0.00163	0.00404
62.485	0.00131	0.00514	-0.01309	0.00159	0.00383
62.49	0.00066	0.0054	-0.01315	0.00185	0.00364
62.495	0.00123	0.0054	-0.01333	0.0024	0.00374
62.5	0.00167	0.0049	-0.01339	0.00254	0.00337
62.505	0.00193	0.0049	-0.01349	0.00193	0.00291
62.51	0.00245	0.0053	-0.0132	0.00131	0.0025
62.515	0.00279	0.00565	-0.01302	0.00129	0.00184
62.52	0.00128	0.006	-0.01291	0.0015	0.00129
62.525	-0.0017	0.006	-0.01295	0.00148	0.00102
62.53	-0.00454	0.00569	-0.01303	0.0014	0.00088
62.535	-0.0049	0.0053	-0.01269	0.00192	0.00087
62.54	-0.00281	0.00495	-0.01251	0.00272	0.00091
62.545	0	0.00491	-0.01265	0.00315	0.00079
62.55	0.0014	0.00482	-0.01282	0.0033	0.00059
62.555	0.00154	0.00477	-0.01272	0.00369	0.00039
62.56	0	0.00487	-0.01251	0.00435	0.00028
62.565	-0.00304	0.00459	-0.01201	0.00501	0.00021
62.57	-0.00672	0.00456	-0.01145	0.00523	0
62.575	-0.00987	0.00444	-0.01127	0.00528	-0.00042
62.58	-0.0117	0.00438	-0.01163	0.00504	-0.00071
62.585	-0.01205	0.00399	-0.01195	0.00523	-0.00067
62.59	-0.01055	0.0038	-0.01203	0.00545	-0.00029
62.595	-0.0077	0.00404	-0.01243	0.00544	-0.00022
62.6	-0.00639	0.00425	-0.01274	0.00523	-0.00087
62.605	-0.00741	0.00397	-0.01329	0.00523	-0.00125
62.61	-0.01027	0.00437	-0.01348	0.00573	-0.00153
62.615	-0.01309	0.00497	-0.0134	0.00616	-0.00177
62.62	-0.01497	0.00504	-0.01334	0.00683	-0.0014
62.625	-0.01641	0.00504	-0.01314	0.00703	-0.00139
62.63	-0.01713	0.00511	-0.0126	0.00727	-0.00168
62.635	-0.01553	0.00496	-0.01292	0.00717	-0.00182
62.64	-0.01353	0.00522	-0.01286	0.00705	-0.00209
62.645	-0.01148	0.00467	-0.01311	0.00729	-0.00241
62.65	-0.01101	0.00438	-0.01348	0.00757	-0.00231
62.655	-0.01257	0.0042	-0.01365	0.00722	-0.00282
62.66	-0.01485	0.0041	-0.01347	0.00678	-0.00272
62.665	-0.01659	0.00408	-0.01344	0.0064	-0.00231
62.67	-0.01743	0.004	-0.01358	0.00638	-0.00227
62.675	-0.01647	0.0041	-0.01348	0.00635	-0.00202
62.68	-0.01333	0.00449	-0.01325	0.00643	-0.00164
62.685	-0.01113	0.00507	-0.01266	0.00655	-0.00171
62.69	-0.01068	0.00511	-0.01251	0.00661	-0.00183
62.695	-0.01108	0.00514	-0.01249	0.00698	-0.00205
62.7	-0.01324	0.00539	-0.01228	0.00765	-0.00247
62.705	-0.01529	0.00589	-0.01242	0.00798	-0.00303
62.71	-0.01776	0.006	-0.01263	0.00796	-0.00341
62.715	-0.02078	0.00579	-0.01233	0.00786	-0.00405
62.72	-0.02153	0.00584	-0.0124	0.00794	-0.00423
62.725	-0.01913	0.00629	-0.01249	0.00771	-0.00428
62.73	-0.01558	0.00644	-0.01263	0.00737	-0.00412
62.735	-0.01263	0.00672	-0.01254	0.00712	-0.0042
62.74	-0.01208	0.00636	-0.01261	0.00684	-0.00464
62.745	-0.01335	0.00585	-0.01269	0.00657	-0.00464
62.75	-0.01606	0.00579	-0.01306	0.00608	-0.00477
62.755	-0.01797	0.00568	-0.01335	0.00603	-0.00474
62.76	-0.01815	0.00565	-0.01306	0.00647	-0.00497
62.765	-0.01637	0.00532	-0.01282	0.00712	-0.0055
62.77	-0.01301	0.00555	-0.01293	0.00703	-0.00591
62.775	-0.00835	0.00599	-0.01286	0.00695	-0.0062
62.78	-0.00401	0.00668	-0.01241	0.00697	-0.00668
62.785	-0.00113	0.00634	-0.01254	0.00704	-0.00695
62.79	0.00086	0.00604	-0.01279	0.00671	-0.0069
62.795	0.00092	0.00577	-0.01355	0.00633	-0.00723
62.8	0.00104	0.00556	-0.01457	0.00626	-0.00752
62.805	0.00206	0.00574	-0.01515	0.00619	-0.00796
62.81	0.00315	0.00577	-0.01556	0.00569	-0.00836
62.815	0.00494	0.00565	-0.01587	0.00508	-0.00845
62.82	0.0059	0.00607	-0.01575	0.00494	-0.00816
62.825	0.00754	0.00672	-0.01532	0.00513	-0.00762
62.83	0.00918	0.00739	-0.01415	0.00517	-0.00751
62.835	0.0107	0.0077	-0.01284	0.00516	-0.00749
62.84	0.01091	0.0078	-0.0124	0.00559	-0.00681
62.845	0.00996	0.00809	-0.01254	0.00566	-0.00649
62.85	0.00883	0.00825	-0.0125	0.00561	-0.00691
62.855	0.00689	0.00804	-0.01254	0.0055	-0.00722
62.86	0.0052	0.00778	-0.01312	0.00525	-0.00725
62.865	0.00435	0.00758	-0.01355	0.00537	-0.00722
62.87	0.00492	0.0071	-0.01342	0.00541	-0.00714
62.875	0.00438	0.00676	-0.01277	0.00493	-0.00747
62.88	0.00252	0.00663	-0.01212	0.00484	-0.0075
62.885	0.00078	0.00678	-0.01195	0.00498	-0.00757
62.89	-0.0006	0.00718	-0.01144	0.00507	-0.00776
62.895	-0.00052	0.00748	-0.01099	0.00501	-0.00761
62.9	-0.00029	0.00738	-0.01077	0.00468	-0.0073
62.905	-0.00054	0.00759	-0.01071	0.00466	-0.0071
62.91	-0.00077	0.00741	-0.0112	0.00507	-0.00718
62.915	-0.00115	0.0075	-0.01162	0.00504	-0.00746
62.92	-0.00226	0.00729	-0.01149	0.00497	-0.00782
62.925	-0.00346	0.00704	-0.01159	0.00504	-0.00793
62.93	-0.00359	0.00696	-0.01164	0.00507	-0.00823
62.935	-0.00306	0.00777	-0.01152	0.00535	-0.00821
62.94	-0.00154	0.0086	-0.01113	0.00561	-0.00804
62.945	-0.00019	0.00906	-0.01102	0.00609	-0.00789
62.95	0.00031	0.00916	-0.011	0.00652	-0.00812
62.955	0.00061	0.00935	-0.01122	0.00675	-0.00827
62.96	0.00144	0.00977	-0.01106	0.00679	-0.00843
62.965	0.00283	0.01002	-0.01104	0.00676	-0.00896
62.97	0.00459	0.01047	-0.01152	0.00675	-0.0091
62.975	0.00694	0.0109	-0.01186	0.00685	-0.00937
62.98	0.00951	0.01096	-0.01199	0.00691	-0.00982
62.985	0.00991	0.01094	-0.01191	0.00694	-0.00999
62.99	0.00969	0.01096	-0.01181	0.00683	-0.01028
62.995	0.00937	0.0112	-0.01236	0.00697	-0.01006
63	0.00882	0.0119	-0.01289	0.00715	-0.01018
63.005	0.00868	0.01285	-0.0128	0.00726	-0.01043
63.01	0.00979	0.01305	-0.01268	0.00729	-0.01033
63.015	0.01158	0.01303	-0.01269	0.00686	-0.01023
63.02	0.01239	0.01325	-0.01296	0.00654	-0.01014
63.025	0.01272	0.01365	-0.01296	0.00654	-0.01004
63.03	0.01284	0.01393	-0.01258	0.00645	-0.01
63.035	0.01282	0.0138	-0.01232	0.00628	-0.01005
63.04	0.01269	0.01397	-0.0126	0.00608	-0.00995
63.045	0.0114	0.01449	-0.01266	0.00607	-0.0099
63.05	0.01091	0.01465	-0.01229	0.00642	-0.00968
63.055	0.01165	0.01436	-0.01175	0.00647	-0.00955
63.06	0.01287	0.01434	-0.01136	0.00631	-0.00985
63.065	0.01344	0.01432	-0.01153	0.00652	-0.00973
63.07	0.014	0.01445	-0.01139	0.00635	-0.00952
63.075	0.01379	0.01415	-0.01123	0.00636	-0.00942
63.08	0.01331	0.01406	-0.01093	0.00678	-0.00934
63.085	0.01263	0.0141	-0.01085	0.00679	-0.00903
63.09	0.01106	0.01411	-0.01129	0.00684	-0.00893
63.095	0.00859	0.01415	-0.01164	0.00719	-0.00885
63.1	0.0068	0.01393	-0.0113	0.00748	-0.00886
63.105	0.00519	0.01358	-0.01113	0.00767	-0.00912
63.11	0.00466	0.01343	-0.01138	0.0078	-0.00926
63.115	0.00519	0.01348	-0.01152	0.00771	-0.00903
63.12	0.0069	0.0132	-0.01123	0.00751	-0.00912
63.125	0.00773	0.01302	-0.01084	0.00736	-0.00913
63.13	0.00741	0.01336	-0.01118	0.00717	-0.00886
63.135	0.00616	0.01344	-0.01205	0.00678	-0.0083
63.14	0.00483	0.01348	-0.01247	0.00652	-0.00801
63.145	0.00362	0.0137	-0.0122	0.00641	-0.00815
63.15	0.00256	0.01383	-0.01192	0.00614	-0.00814
63.155	0.00209	0.01424	-0.01167	0.00583	-0.00836
63.16	0.00122	0.0146	-0.01136	0.00568	-0.00857
63.165	0.001	0.01485	-0.01113	0.00576	-0.0086
63.17	0.00108	0.01499	-0.01093	0.00565	-0.00839
63.175	0.00082	0.01495	-0.01126	0.0054	-0.00832
63.18	0.00278	0.01516	-0.01185	0.00575	-0.00801
63.185	0.00457	0.0155	-0.01198	0.00604	-0.00746
63.19	0.00562	0.01509	-0.01204	0.00599	-0.00686
63.195	0.00619	0.01466	-0.01191	0.00588	-0.00652
63.2	0.00734	0.01425	-0.01185	0.00592	-0.00647
63.205	0.00806	0.01399	-0.01163	0.00609	-0.006
63.21	0.0085	0.01417	-0.01089	0.00642	-0.00611
63.215	0.00994	0.01451	-0.01086	0.00657	-0.00628
63.22	0.01165	0.01489	-0.01107	0.0067	-0.00623
63.225	0.01288	0.01557	-0.01102	0.00665	-0.00666
63.23	0.01305	0.0157	-0.01104	0.00664	-0.00679
63.235	0.01297	0.01587	-0.01072	0.00648	-0.00695
63.24	0.01266	0.0162	-0.01075	0.00585	-0.00695
63.245	0.01221	0.01626	-0.01088	0.00551	-0.00668
63.25	0.01199	0.01621	-0.01084	0.0052	-0.00658
63.255	0.01145	0.01618	-0.01053	0.00512	-0.00687
63.26	0.01068	0.01633	-0.01039	0.00506	-0.00693
63.265	0.00901	0.01675	-0.01037	0.0046	-0.00723
63.27	0.00541	0.01738	-0.01006	0.00446	-0.00753
63.275	0.00301	0.01798	-0.00996	0.00453	-0.00793
63.28	0.00193	0.01824	-0.00973	0.00465	-0.0082
63.285	0.00176	0.01816	-0.00942	0.00485	-0.00834
63.29	0.00198	0.01806	-0.00937	0.00499	-0.00845
63.295	0.00272	0.01839	-0.0092	0.00554	-0.0088
63.3	0.00235	0.0183	-0.00906	0.00574	-0.00902
63.305	0	0.01818	-0.0088	0.00537	-0.00929
63.31	-0.00239	0.01806	-0.00868	0.00492	-0.00941
63.315	-0.00455	0.01779	-0.00928	0.00488	-0.00974
63.32	-0.00558	0.01755	-0.00964	0.00508	-0.01038
63.325	-0.00627	0.0174	-0.0092	0.00531	-0.01069
63.33	-0.00732	0.01718	-0.00864	0.00542	-0.01085
63.335	-0.00756	0.01721	-0.00829	0.00551	-0.01104
63.34	-0.00691	0.0173	-0.00789	0.00554	-0.01111
63.345	-0.00533	0.01756	-0.00746	0.0053	-0.01131
63.35	-0.00428	0.0178	-0.00682	0.00528	-0.0114
63.355	-0.00359	0.01774	-0.00638	0.00538	-0.01145
63.36	-0.00307	0.01743	-0.0062	0.00559	-0.01104
63.365	-0.00281	0.01708	-0.00615	0.00542	-0.01088
63.37	-0.00253	0.01657	-0.00655	0.00525	-0.01093
63.375	-0.00202	0.01612	-0.00679	0.00521	-0.01072
63.38	-0.001	0.01616	-0.00684	0.00546	-0.01061
63.385	-0.00049	0.01631	-0.00689	0.00607	-0.01023
63.39	-0.00016	0.01611	-0.0066	0.00631	-0.00979
63.395	-0.00064	0.01609	-0.00657	0.00551	-0.00931
63.4	-0.00226	0.01659	-0.00669	0.0047	-0.00898
63.405	-0.00398	0.01679	-0.0064	0.00461	-0.00868
63.41	-0.00655	0.01628	-0.00623	0.00468	-0.00827
63.415	-0.00833	0.01587	-0.00651	0.00472	-0.00777
63.42	-0.00956	0.01553	-0.00679	0.00435	-0.00757
63.425	-0.01068	0.01507	-0.0073	0.00418	-0.00757
63.43	-0.01301	0.0145	-0.00752	0.0044	-0.00714
63.435	-0.01611	0.01424	-0.00776	0.00453	-0.00699
63.44	-0.01845	0.01383	-0.0079	0.00496	-0.00687
63.445	-0.01951	0.01354	-0.00775	0.00552	-0.00654
63.45	-0.019	0.01358	-0.00749	0.00569	-0.00622
63.455	-0.01582	0.01368	-0.00711	0.00587	-0.00615
63.46	-0.01183	0.01367	-0.0068	0.00575	-0.00625
63.465	-0.00891	0.01356	-0.00674	0.00546	-0.00637
63.47	-0.00634	0.01348	-0.0064	0.00566	-0.00618
63.475	-0.00475	0.01358	-0.0062	0.00575	-0.00607
63.48	-0.00354	0.01387	-0.006	0.00549	-0.006
63.485	-0.00335	0.01399	-0.00606	0.00521	-0.00568
63.49	-0.00449	0.01395	-0.00634	0.00507	-0.00571
63.495	-0.00708	0.01378	-0.00623	0.00516	-0.00606
63.5	-0.00949	0.01371	-0.00603	0.00498	-0.00634
63.505	-0.01227	0.01415	-0.00572	0.00511	-0.00658
63.51	-0.01432	0.01445	-0.0061	0.00512	-0.00649
63.515	-0.01503	0.01458	-0.0067	0.00502	-0.00656
63.52	-0.01611	0.01472	-0.00668	0.00492	-0.00668
63.525	-0.0171	0.01502	-0.00651	0.00482	-0.00654
63.53	-0.01778	0.01527	-0.00601	0.00422	-0.00625
63.535	-0.01815	0.01527	-0.00578	0.00378	-0.00599
63.54	-0.01758	0.01507	-0.00572	0.00344	-0.00564
63.545	-0.01656	0.01504	-0.00536	0.0031	-0.00573
63.55	-0.01538	0.01482	-0.00516	0.00258	-0.00614
63.555	-0.01497	0.01503	-0.0052	0.00228	-0.00661
63.56	-0.01397	0.01526	-0.00517	0.00206	-0.00685
63.565	-0.013	0.01561	-0.00534	0.0019	-0.00656
63.57	-0.01209	0.01585	-0.00531	0.00154	-0.00622
63.575	-0.01096	0.01615	-0.00513	0.00169	-0.00627
63.58	-0.00972	0.01657	-0.00516	0.00207	-0.00618
63.585	-0.00912	0.01728	-0.00532	0.00244	-0.00615
63.59	-0.00898	0.01804	-0.00509	0.00291	-0.0061
63.595	-0.00921	0.01858	-0.00481	0.00264	-0.00603
63.6	-0.00965	0.01882	-0.00454	0.00209	-0.00614
63.605	-0.00921	0.01918	-0.00461	0.00187	-0.006
63.61	-0.00916	0.01967	-0.00486	0.00198	-0.00607
63.615	-0.009	0.02	-0.00507	0.00183	-0.00626
63.62	-0.00833	0.01995	-0.00529	0.00169	-0.00677
63.625	-0.00729	0.01966	-0.00541	0.00152	-0.00712
63.63	-0.00615	0.01955	-0.00557	0.00138	-0.0073
63.635	-0.00554	0.01956	-0.00566	0.00123	-0.00717
63.64	-0.00472	0.01956	-0.00557	0.0012	-0.00722
63.645	-0.00416	0.0197	-0.00553	0.00104	-0.00755
63.65	-0.00501	0.02028	-0.00568	0.0008	-0.0078
63.655	-0.00651	0.02037	-0.00604	0.00049	-0.00801
63.66	-0.00813	0.01996	-0.006	0.00068	-0.00826
63.665	-0.01171	0.01994	-0.00585	0.0011	-0.00817
63.67	-0.01525	0.02032	-0.00545	0.00126	-0.00834
63.675	-0.01793	0.02025	-0.005	0.00182	-0.0083
63.68	-0.02034	0.02014	-0.00483	0.0019	-0.00803
63.685	-0.02056	0.02029	-0.00451	0.00157	-0.00812
63.69	-0.01912	0.02081	-0.00405	0.00106	-0.00806
63.695	-0.01828	0.02131	-0.00364	0.0004	-0.00798
63.7	-0.01695	0.02135	-0.00347	-0.00032	-0.00772
63.705	-0.01497	0.02136	-0.00361	-0.00102	-0.00801
63.71	-0.01383	0.02106	-0.00375	-0.00159	-0.00834
63.715	-0.01279	0.02101	-0.00343	-0.00126	-0.0081
63.72	-0.012	0.02106	-0.00332	-0.00073	-0.00772
63.725	-0.01075	0.02106	-0.00345	-0.00028	-0.00756
63.73	-0.00899	0.02105	-0.00303	0.00027	-0.00722
63.735	-0.00733	0.0211	-0.00278	0.00043	-0.00723
63.74	-0.00591	0.02096	-0.00249	0.00123	-0.00676
63.745	-0.00476	0.02117	-0.00259	0.00161	-0.00658
63.75	-0.00367	0.02139	-0.00229	0.00161	-0.00631
63.755	-0.00315	0.02119	-0.00232	0.00155	-0.00589
63.76	-0.00324	0.02108	-0.00239	0.00099	-0.00612
63.765	-0.00305	0.02095	-0.00253	0.00024	-0.00656
63.77	-0.00355	0.02107	-0.00264	0.00015	-0.00639
63.775	-0.00457	0.02096	-0.0025	-0.00013	-0.00609
63.78	-0.00588	0.02056	-0.0024	-0.00019	-0.00589
63.785	-0.00604	0.01985	-0.00281	-0.00034	-0.00576
63.79	-0.00577	0.01923	-0.00326	-0.00038	-0.00598
63.795	-0.00568	0.01888	-0.00324	0	-0.00591
63.8	-0.00555	0.01942	-0.00295	0.00021	-0.00596
63.805	-0.00515	0.01966	-0.00243	0.00034	-0.00609
63.81	-0.00463	0.01955	-0.00195	0.00042	-0.00663
63.815	-0.00416	0.01945	-0.00148	0.00053	-0.00691
63.82	-0.00493	0.01955	-0.00102	0.00077	-0.00664
63.825	-0.00598	0.02003	-0.00061	0.00115	-0.00654
63.83	-0.0072	0.02019	-0.00043	0.00113	-0.00665
63.835	-0.00879	0.0199	-0.00033	0.00068	-0.00677
63.84	-0.01075	0.01945	-0.00027	0.00037	-0.00698
63.845	-0.01125	0.01907	-0.00011	0	-0.00693
63.85	-0.01156	0.0185	-0.00015	-0.0004	-0.00681
63.855	-0.0118	0.01834	0.0001	-0.00056	-0.00737
63.86	-0.01215	0.01815	0.00055	-0.00032	-0.00768
63.865	-0.01254	0.01798	0.00045	0	-0.00769
63.87	-0.01202	0.0183	0.00057	0.00019	-0.00798
63.875	-0.01166	0.01821	0.00097	0.00066	-0.00825
63.88	-0.01122	0.01826	0.00123	0.00114	-0.0082
63.885	-0.01047	0.01824	0.00117	0.00158	-0.00801
63.89	-0.00878	0.01872	0.00116	0.00148	-0.00793
63.895	-0.0072	0.01922	0.00109	0.00148	-0.00857
63.9	-0.00619	0.01949	0.00098	0.00236	-0.00845
63.905	-0.00449	0.0199	0.00086	0.00264	-0.00844
63.91	-0.00306	0.01979	0.00023	0.00222	-0.00884
63.915	-0.00231	0.01983	0	0.00179	-0.00922
63.92	-0.00206	0.02004	0.00026	0.00134	-0.00937
63.925	-0.00193	0.01995	0.00023	0.00092	-0.00949
63.93	-0.00232	0.01975	-0.00018	0.00054	-0.01005
63.935	-0.00318	0.01983	-0.00024	0.0004	-0.01042
63.94	-0.00416	0.01974	0	0.0008	-0.01028
63.945	-0.00567	0.02014	0.00037	0.00142	-0.01055
63.95	-0.00725	0.02042	0.00079	0.00174	-0.01047
63.955	-0.00811	0.02023	0.0013	0.00186	-0.01069
63.96	-0.00799	0.02004	0.00161	0.00214	-0.01095
63.965	-0.00712	0.01993	0.00165	0.00246	-0.01076
63.97	-0.00506	0.01998	0.00171	0.00282	-0.01028
63.975	-0.00173	0.02004	0.00191	0.00272	-0.01037
63.98	0.00084	0.01998	0.00212	0.00252	-0.01058
63.985	0.00259	0.01955	0.00198	0.00222	-0.01054
63.99	0.00364	0.01936	0.00176	0.00171	-0.01063
63.995	0.00327	0.01923	0.00157	0.00087	-0.01081
64	0.00345	0.01927	0.00134	0.0002	-0.01093
64.005	0.00454	0.0193	0.00101	0	-0.0114
64.01	0.00518	0.01916	0.00051	0.00011	-0.01194
64.015	0.00558	0.01949	0.0007	0.00025	-0.01193
64.02	0.00486	0.01996	0.00119	0.00061	-0.01161
64.025	0.00285	0.02048	0.00157	0.00083	-0.01138
64.03	0.0004	0.02103	0.00157	0.00076	-0.01109
64.035	-0.00047	0.0209	0.00185	0.00124	-0.01114
64.04	0	0.02081	0.00195	0.00161	-0.01104
64.045	-0.00014	0.0208	0.0023	0.00196	-0.01074
64.05	-0.00105	0.02058	0.00257	0.00207	-0.0103
64.055	-0.00279	0.02022	0.00254	0.00202	-0.01042
64.06	-0.0039	0.02018	0.00252	0.0019	-0.01081
64.065	-0.00397	0.02017	0.00244	0.00177	-0.01104
64.07	-0.00431	0.02019	0.00223	0.002	-0.01111
64.075	-0.00512	0.02044	0.00234	0.00214	-0.01095
64.08	-0.00619	0.02052	0.00259	0.00236	-0.01057
64.085	-0.008	0.02042	0.00245	0.0023	-0.01038
64.09	-0.00969	0.02051	0.00255	0.00178	-0.01016
