Time	MGCplus_1	MGCplus_2	MGCplus_3	MGCplus_4	MGCplus_5
64.095	-0.01007	0.02102	0.00273	0.00143	-0.00987
64.1	-0.01049	0.02135	0.00299	0.00109	-0.00976
64.105	-0.01178	0.02136	0.00354	0.0011	-0.00958
64.11	-0.01272	0.02135	0.00424	0.00177	-0.00944
64.115	-0.01319	0.02183	0.00475	0.00243	-0.00936
64.12	-0.01304	0.02233	0.0049	0.00322	-0.00897
64.125	-0.01143	0.02267	0.00497	0.00365	-0.00857
64.13	-0.00913	0.02275	0.00481	0.00378	-0.00869
64.135	-0.00719	0.02266	0.00463	0.00377	-0.00868
64.14	-0.00394	0.02268	0.00447	0.00359	-0.00852
64.145	-0.00031	0.02237	0.00433	0.00362	-0.00847
64.15	0.00236	0.0222	0.00419	0.00334	-0.0082
64.155	0.00436	0.02202	0.00406	0.00292	-0.00816
64.16	0.0065	0.02184	0.00442	0.00282	-0.0082
64.165	0.00754	0.02229	0.00493	0.00292	-0.008
64.17	0.00848	0.02292	0.00557	0.00284	-0.00788
64.175	0.00878	0.02333	0.00631	0.00281	-0.00795
64.18	0.00772	0.02344	0.00673	0.00313	-0.00793
64.185	0.00627	0.02385	0.00678	0.00355	-0.00774
64.19	0.00427	0.02409	0.00692	0.00384	-0.00794
64.195	0.00188	0.02428	0.00691	0.00449	-0.00812
64.2	-0.00034	0.02422	0.00712	0.00499	-0.00807
64.205	-0.00176	0.02361	0.00719	0.0045	-0.00816
64.21	-0.00279	0.02296	0.00668	0.00346	-0.00844
64.215	-0.00401	0.02273	0.00629	0.00272	-0.00864
64.22	-0.00454	0.02309	0.00666	0.00238	-0.0087
64.225	-0.0045	0.02329	0.00698	0.00148	-0.0087
64.23	-0.00407	0.02316	0.00686	0.00087	-0.0085
64.235	-0.00322	0.02297	0.0071	0.00082	-0.00858
64.24	-0.00233	0.02317	0.00739	0.00078	-0.00853
64.245	-0.00166	0.02345	0.00766	0.0008	-0.00837
64.25	-0.00093	0.02363	0.00763	0.00081	-0.00849
64.255	0.00038	0.0236	0.00753	0.00081	-0.00882
64.26	0.00122	0.02354	0.00758	0.00061	-0.0089
64.265	0.0017	0.02335	0.00763	0.00075	-0.00876
64.27	0.00215	0.023	0.00761	0.00114	-0.00904
64.275	0.00184	0.02307	0.00767	0.00115	-0.00957
64.28	0.00065	0.02307	0.00753	0.00144	-0.0098
64.285	0.0001	0.02321	0.00729	0.00154	-0.00945
64.29	0.00073	0.02324	0.00684	0.00143	-0.00917
64.295	0.00163	0.02288	0.00634	0.00149	-0.00909
64.3	0.00302	0.02263	0.00629	0.00164	-0.00925
64.305	0.00475	0.02272	0.00608	0.00149	-0.00907
64.31	0.00531	0.02246	0.00596	0.00119	-0.00934
64.315	0.00554	0.02282	0.00624	0.00104	-0.00971
64.32	0.00617	0.02307	0.00679	0.00095	-0.01
64.325	0.00719	0.02339	0.00711	0.00124	-0.00991
64.33	0.00924	0.02335	0.00703	0.00119	-0.00972
64.335	0.01145	0.02319	0.00723	0.00094	-0.00951
64.34	0.01239	0.02278	0.00758	0.00092	-0.0095
64.345	0.01287	0.02239	0.00766	0.00083	-0.00972
64.35	0.01393	0.02228	0.00762	0.00088	-0.00991
64.355	0.01479	0.02198	0.00747	0.00062	-0.01003
64.36	0.01547	0.02171	0.00725	0.00023	-0.01009
64.365	0.01618	0.02165	0.00712	-0.00034	-0.00994
64.37	0.01677	0.022	0.00744	-0.00109	-0.00972
64.375	0.01728	0.02231	0.00755	-0.00173	-0.0094
64.38	0.0183	0.02243	0.00803	-0.00221	-0.00935
64.385	0.02018	0.0228	0.00867	-0.00245	-0.0093
64.39	0.022	0.0231	0.009	-0.00234	-0.00907
64.395	0.02423	0.02338	0.009	-0.00216	-0.00912
64.4	0.02668	0.0236	0.00867	-0.00224	-0.00934
64.405	0.02791	0.02333	0.00853	-0.00225	-0.00903
64.41	0.02872	0.02294	0.00863	-0.00234	-0.00898
64.415	0.02956	0.02257	0.0085	-0.00276	-0.0093
64.42	0.02989	0.02227	0.00794	-0.00315	-0.00949
64.425	0.02974	0.022	0.00721	-0.00378	-0.00949
64.43	0.03046	0.02183	0.00672	-0.00421	-0.00953
64.435	0.03107	0.02212	0.00659	-0.00436	-0.00968
64.44	0.03123	0.02258	0.00683	-0.00418	-0.00972
64.445	0.03117	0.02327	0.00728	-0.00331	-0.00963
64.45	0.03035	0.02412	0.00772	-0.00243	-0.00934
64.455	0.02891	0.0253	0.00846	-0.00225	-0.00901
64.46	0.02799	0.02601	0.00895	-0.00234	-0.00891
64.465	0.0269	0.02646	0.00941	-0.00289	-0.00899
64.47	0.02531	0.02676	0.0098	-0.00364	-0.00906
64.475	0.02466	0.02633	0.00942	-0.00458	-0.00899
64.48	0.02455	0.02557	0.00872	-0.00544	-0.00914
64.485	0.02485	0.0251	0.00849	-0.00598	-0.00925
64.49	0.02616	0.02462	0.00802	-0.00599	-0.00929
64.495	0.02769	0.02423	0.00797	-0.00589	-0.00929
64.5	0.02811	0.02427	0.00832	-0.00554	-0.00949
64.505	0.02823	0.02394	0.00867	-0.00517	-0.00912
64.51	0.02837	0.02404	0.00912	-0.00499	-0.00892
64.515	0.02887	0.02448	0.00973	-0.0046	-0.00858
64.52	0.02921	0.02492	0.01026	-0.00421	-0.00847
64.525	0.02951	0.02513	0.01053	-0.00393	-0.00844
64.53	0.02929	0.02518	0.01055	-0.00403	-0.00845
64.535	0.02885	0.02494	0.01011	-0.00435	-0.00879
64.54	0.02826	0.02427	0.00943	-0.00478	-0.00908
64.545	0.02733	0.02372	0.00882	-0.00508	-0.00931
64.55	0.02583	0.02325	0.00808	-0.00552	-0.00958
64.555	0.02494	0.02277	0.00758	-0.00592	-0.00971
64.56	0.02414	0.02223	0.00734	-0.00587	-0.00941
64.565	0.02335	0.02193	0.00739	-0.00556	-0.0088
64.57	0.02371	0.02218	0.00761	-0.00522	-0.0082
64.575	0.02462	0.02252	0.00786	-0.00504	-0.00758
64.58	0.02553	0.0229	0.00821	-0.00507	-0.00718
64.585	0.02703	0.02306	0.00841	-0.00485	-0.00676
64.59	0.02851	0.02277	0.00854	-0.00479	-0.00638
64.595	0.02829	0.02254	0.00821	-0.0048	-0.00641
64.6	0.02701	0.02228	0.00785	-0.00489	-0.00648
64.605	0.02516	0.02193	0.00761	-0.00522	-0.00643
64.61	0.02227	0.02155	0.00749	-0.00556	-0.00655
64.615	0.01953	0.02129	0.00729	-0.00566	-0.00639
64.62	0.01752	0.02047	0.0071	-0.00579	-0.00641
64.625	0.01538	0.01991	0.00715	-0.00613	-0.00654
64.63	0.01302	0.01976	0.00748	-0.00608	-0.00663
64.635	0.01162	0.01961	0.00755	-0.00635	-0.00655
64.64	0.01025	0.01946	0.0072	-0.00669	-0.00645
64.645	0.00911	0.01964	0.0071	-0.00675	-0.00638
64.65	0.0086	0.01959	0.00732	-0.00683	-0.00622
64.655	0.00818	0.01917	0.00734	-0.00708	-0.00603
64.66	0.00794	0.019	0.00719	-0.00664	-0.00574
64.665	0.00852	0.01886	0.00737	-0.006	-0.0056
64.67	0.00957	0.01878	0.00757	-0.00578	-0.00566
64.675	0.01106	0.01876	0.00761	-0.0057	-0.00562
64.68	0.01333	0.01867	0.00732	-0.0059	-0.00526
64.685	0.01529	0.01872	0.00742	-0.00616	-0.00526
64.69	0.01619	0.01881	0.00763	-0.00645	-0.00533
64.695	0.01633	0.0185	0.00729	-0.00713	-0.00536
64.7	0.01577	0.01809	0.00661	-0.00779	-0.0055
64.705	0.01516	0.01806	0.00647	-0.00813	-0.00561
64.71	0.01486	0.01824	0.00701	-0.00815	-0.00555
64.715	0.01481	0.01833	0.00752	-0.00804	-0.00558
64.72	0.01485	0.01834	0.008	-0.0075	-0.00571
64.725	0.01462	0.01863	0.00843	-0.00709	-0.00545
64.73	0.01413	0.01862	0.00897	-0.00671	-0.0052
64.735	0.01328	0.01857	0.00926	-0.00617	-0.0048
64.74	0.01145	0.01874	0.0092	-0.00624	-0.0049
64.745	0.00933	0.01882	0.009	-0.00678	-0.00514
64.75	0.00765	0.01881	0.0088	-0.00714	-0.00528
64.755	0.00697	0.01859	0.00829	-0.00776	-0.00512
64.76	0.00838	0.01866	0.00789	-0.00847	-0.00518
64.765	0.01131	0.01896	0.00766	-0.00877	-0.00526
64.77	0.01396	0.01903	0.00751	-0.00871	-0.00551
64.775	0.01586	0.01874	0.00733	-0.00848	-0.00574
64.78	0.01621	0.01857	0.00707	-0.00867	-0.00601
64.785	0.01545	0.01879	0.007	-0.00875	-0.00627
64.79	0.01396	0.01897	0.00735	-0.00837	-0.00621
64.795	0.01213	0.01908	0.00742	-0.0079	-0.00643
64.8	0.01074	0.01927	0.00744	-0.00774	-0.00672
64.805	0.00999	0.01954	0.00766	-0.00746	-0.00679
64.81	0.00986	0.0199	0.00781	-0.00705	-0.00699
64.815	0.00999	0.01983	0.00775	-0.00681	-0.0069
64.82	0.01007	0.01974	0.00757	-0.0068	-0.0071
64.825	0.00988	0.01945	0.00735	-0.00695	-0.00756
64.83	0.00837	0.01917	0.00734	-0.00721	-0.0081
64.835	0.00642	0.01883	0.00724	-0.00752	-0.00804
64.84	0.00537	0.01864	0.0071	-0.00753	-0.00761
64.845	0.00468	0.01883	0.00675	-0.00747	-0.00731
64.85	0.00454	0.01921	0.00673	-0.00746	-0.00734
64.855	0.00545	0.01936	0.00715	-0.00734	-0.00724
64.86	0.00726	0.01932	0.00748	-0.00698	-0.00722
64.865	0.00987	0.01944	0.00763	-0.00654	-0.00699
64.87	0.01269	0.0195	0.00746	-0.00618	-0.00681
64.875	0.01458	0.01942	0.0072	-0.00585	-0.00664
64.88	0.01515	0.01922	0.00684	-0.00522	-0.00628
64.885	0.01512	0.01898	0.00628	-0.00464	-0.00618
64.89	0.01458	0.01877	0.00569	-0.00426	-0.00656
64.895	0.01413	0.0184	0.00513	-0.00431	-0.00674
64.9	0.01471	0.01793	0.00461	-0.0045	-0.00669
64.905	0.01589	0.01764	0.00419	-0.00502	-0.00666
64.91	0.01734	0.01736	0.00384	-0.00544	-0.00685
64.915	0.01912	0.01761	0.00389	-0.00541	-0.00707
64.92	0.02065	0.01785	0.00409	-0.00517	-0.00704
64.925	0.02221	0.01813	0.00424	-0.00497	-0.00671
64.93	0.02404	0.01869	0.00444	-0.00458	-0.00648
64.935	0.02623	0.01905	0.00446	-0.00392	-0.00629
64.94	0.02842	0.01912	0.00458	-0.00334	-0.00616
64.945	0.03104	0.01913	0.00466	-0.00296	-0.00599
64.95	0.03356	0.01925	0.00486	-0.00258	-0.00605
64.955	0.03587	0.01897	0.00518	-0.00206	-0.00622
64.96	0.03755	0.0184	0.00504	-0.0021	-0.00644
64.965	0.03841	0.018	0.00492	-0.00226	-0.00687
64.97	0.03826	0.01795	0.00469	-0.00233	-0.00717
64.975	0.03766	0.0183	0.00424	-0.00205	-0.00709
64.98	0.03611	0.01838	0.00391	-0.00143	-0.00722
64.985	0.03472	0.01814	0.00369	-0.00114	-0.0074
64.99	0.0341	0.0183	0.00384	-0.001	-0.00742
64.995	0.03387	0.01863	0.00423	-0.00062	-0.00731
65	0.03422	0.01881	0.00517	-0.00011	-0.00725
65.005	0.03515	0.01881	0.00582	0.0001	-0.00693
65.01	0.03596	0.01916	0.00606	0.00024	-0.00695
65.015	0.03611	0.01941	0.00637	0.00044	-0.00701
65.02	0.03587	0.01952	0.00677	0.00051	-0.00718
65.025	0.03555	0.01942	0.00657	0.0004	-0.00728
65.03	0.03474	0.01894	0.00583	0.00047	-0.00706
65.035	0.03331	0.01849	0.00502	0.0009	-0.00691
65.04	0.03209	0.01832	0.00475	0.00149	-0.00709
65.045	0.03095	0.01782	0.00423	0.00164	-0.00734
65.05	0.03009	0.01743	0.00384	0.00178	-0.00761
65.055	0.02948	0.01712	0.00349	0.00191	-0.00807
65.06	0.02868	0.01672	0.00343	0.00228	-0.00827
65.065	0.02741	0.01668	0.00368	0.00265	-0.008
65.07	0.02602	0.0167	0.00349	0.00274	-0.00794
65.075	0.02463	0.01678	0.00324	0.00273	-0.00804
65.08	0.02363	0.01704	0.00361	0.00284	-0.00807
65.085	0.02354	0.01722	0.00389	0.00334	-0.00805
65.09	0.02461	0.01757	0.0041	0.00427	-0.00771
65.095	0.02632	0.01793	0.00415	0.00498	-0.00744
65.1	0.02802	0.01795	0.00421	0.00561	-0.00728
65.105	0.02957	0.01821	0.00414	0.00614	-0.00704
65.11	0.03056	0.01801	0.00394	0.00633	-0.00702
65.115	0.03144	0.01784	0.00388	0.00681	-0.00709
65.12	0.03173	0.0181	0.00369	0.00729	-0.00751
65.125	0.03103	0.01794	0.00305	0.00734	-0.00771
65.13	0.03035	0.01757	0.00257	0.00707	-0.00774
65.135	0.0303	0.01753	0.0022	0.0064	-0.00769
65.14	0.03011	0.01757	0.002	0.00621	-0.00731
65.145	0.02911	0.0176	0.00218	0.00669	-0.00675
65.15	0.02864	0.01771	0.00213	0.00676	-0.00663
65.155	0.02851	0.01814	0.00211	0.00646	-0.00638
65.16	0.02769	0.01842	0.0023	0.00633	-0.00615
65.165	0.02663	0.01894	0.0029	0.00679	-0.00576
65.17	0.02572	0.0197	0.00334	0.0077	-0.00549
65.175	0.02488	0.02006	0.00347	0.00843	-0.00526
65.18	0.02391	0.02012	0.00313	0.00827	-0.00493
65.185	0.02376	0.02006	0.00277	0.00786	-0.00487
65.19	0.0233	0.01986	0.00227	0.00761	-0.00487
65.195	0.02296	0.01952	0.00162	0.00758	-0.00491
65.2	0.0224	0.01876	0.00078	0.00715	-0.00503
65.205	0.02117	0.01811	0.00024	0.00664	-0.00549
65.21	0.01907	0.01746	-0.00027	0.00693	-0.00556
65.215	0.01684	0.01752	0	0.0076	-0.00502
65.22	0.01445	0.01823	0.00059	0.00853	-0.00429
65.225	0.01241	0.0193	0.00084	0.00889	-0.00373
65.23	0.01138	0.02018	0.00105	0.00824	-0.00341
65.235	0.01138	0.02101	0.00181	0.0078	-0.00295
65.24	0.01157	0.02173	0.00264	0.00786	-0.00271
65.245	0.01187	0.02184	0.00295	0.00805	-0.00234
65.25	0.01176	0.02171	0.00254	0.00758	-0.00227
65.255	0.01082	0.02121	0.00207	0.00715	-0.00239
65.26	0.00917	0.02077	0.00138	0.00702	-0.00286
65.265	0.00755	0.0202	0.00034	0.00693	-0.0033
65.27	0.00647	0.0192	-0.00066	0.007	-0.0038
65.275	0.0063	0.01811	-0.00156	0.00707	-0.00412
65.28	0.00625	0.01759	-0.00207	0.00686	-0.00427
65.285	0.00669	0.01785	-0.00189	0.00689	-0.00439
65.29	0.00765	0.01843	-0.00117	0.00721	-0.00439
65.295	0.00883	0.01933	-0.00033	0.00757	-0.00425
65.3	0.0099	0.02057	0.00037	0.00786	-0.00412
65.305	0.01078	0.0215	0.001	0.00772	-0.00388
65.31	0.0114	0.02199	0.00138	0.00767	-0.00364
65.315	0.01174	0.02213	0.00146	0.00777	-0.00352
65.32	0.01226	0.02171	0.00109	0.00789	-0.00352
65.325	0.0125	0.02098	0.00045	0.00766	-0.00374
65.33	0.01289	0.0202	-0.00026	0.00705	-0.00402
65.335	0.01394	0.0194	-0.0012	0.00679	-0.00442
65.34	0.01511	0.01927	-0.00161	0.0071	-0.00482
65.345	0.01579	0.01922	-0.0019	0.00779	-0.00497
65.35	0.01582	0.01922	-0.0018	0.00849	-0.00486
65.355	0.01544	0.01974	-0.00162	0.00903	-0.00476
65.36	0.01501	0.02037	-0.0013	0.00978	-0.00452
65.365	0.01509	0.02121	-0.00092	0.01047	-0.00437
65.37	0.01649	0.02207	-0.00052	0.01071	-0.00407
65.375	0.01903	0.02276	-0.00029	0.01074	-0.00375
65.38	0.02178	0.02335	-0.00042	0.01092	-0.00355
65.385	0.02394	0.02393	-0.00066	0.01095	-0.00342
65.39	0.02531	0.02422	-0.00096	0.01062	-0.00345
65.395	0.02551	0.02421	-0.00114	0.01009	-0.00367
65.4	0.02506	0.02385	-0.00142	0.0098	-0.00368
65.405	0.02348	0.02355	-0.00188	0.0093	-0.00384
65.41	0.02118	0.02309	-0.00254	0.00906	-0.00444
65.415	0.0194	0.02278	-0.00327	0.00919	-0.00468
65.42	0.01755	0.02257	-0.00388	0.00949	-0.00476
65.425	0.0163	0.02275	-0.00379	0.01028	-0.00474
65.43	0.01605	0.02305	-0.00355	0.0104	-0.00436
65.435	0.01624	0.02331	-0.00313	0.01026	-0.00394
65.44	0.01632	0.02411	-0.00214	0.01066	-0.00391
65.445	0.01624	0.02505	-0.00134	0.01104	-0.00383
65.45	0.01625	0.02524	-0.00101	0.01069	-0.00373
65.455	0.01655	0.02515	-0.001	0.00981	-0.00372
65.46	0.01703	0.02509	-0.00116	0.00918	-0.00355
65.465	0.01763	0.02477	-0.00169	0.00868	-0.00355
65.47	0.01863	0.02448	-0.00243	0.00806	-0.0036
65.475	0.0199	0.02392	-0.0032	0.00776	-0.00366
65.48	0.02105	0.02341	-0.0037	0.00823	-0.00385
65.485	0.02119	0.02296	-0.00407	0.00911	-0.00407
65.49	0.02118	0.0227	-0.00438	0.00963	-0.004
65.495	0.02135	0.02265	-0.00433	0.00983	-0.00377
65.5	0.0221	0.02307	-0.00374	0.0099	-0.0035
65.505	0.02267	0.02373	-0.00314	0.01	-0.00291
65.51	0.0231	0.02471	-0.00258	0.01082	-0.00239
65.515	0.02391	0.02553	-0.0022	0.01155	-0.00216
65.52	0.02484	0.02593	-0.00208	0.01144	-0.00187
65.525	0.02572	0.02597	-0.00234	0.01115	-0.00169
65.53	0.02672	0.02567	-0.00304	0.01088	-0.00164
65.535	0.02733	0.02502	-0.00388	0.01015	-0.00174
65.54	0.0278	0.02433	-0.00477	0.00873	-0.00217
65.545	0.02776	0.02345	-0.00559	0.00766	-0.00249
65.55	0.02776	0.02304	-0.00612	0.00723	-0.00259
65.555	0.02833	0.0229	-0.00638	0.00699	-0.00265
65.56	0.02937	0.02309	-0.00603	0.00743	-0.00247
65.565	0.03021	0.02378	-0.0053	0.0091	-0.00205
65.57	0.03061	0.02476	-0.00465	0.01093	-0.00146
65.575	0.03068	0.02559	-0.00387	0.01216	-0.00121
65.58	0.03057	0.02638	-0.00294	0.01332	-0.00142
65.585	0.03031	0.02686	-0.00244	0.0143	-0.00147
65.59	0.02937	0.02677	-0.00289	0.01439	-0.00146
65.595	0.02839	0.0263	-0.00375	0.01313	-0.0018
65.6	0.02725	0.02541	-0.00458	0.01134	-0.00221
65.605	0.02607	0.02437	-0.00554	0.00992	-0.0025
65.61	0.0254	0.02346	-0.00655	0.0086	-0.00293
65.615	0.02544	0.02295	-0.00703	0.00766	-0.00348
65.62	0.02598	0.02285	-0.00698	0.007	-0.00368
65.625	0.02658	0.02321	-0.00643	0.00655	-0.00372
65.63	0.02681	0.02382	-0.00591	0.00676	-0.00344
65.635	0.02695	0.02453	-0.00557	0.00732	-0.00318
65.64	0.02715	0.02534	-0.00503	0.00747	-0.00295
65.645	0.02717	0.02633	-0.00442	0.00772	-0.00269
65.65	0.02672	0.02655	-0.00396	0.00782	-0.0025
65.655	0.02642	0.02642	-0.00396	0.00812	-0.00243
65.66	0.02633	0.02623	-0.00426	0.0082	-0.00263
65.665	0.02599	0.02596	-0.00494	0.00753	-0.00298
65.67	0.02518	0.02538	-0.00583	0.00681	-0.00314
65.675	0.02431	0.02497	-0.00636	0.00593	-0.00297
65.68	0.02366	0.0249	-0.00663	0.00502	-0.00298
65.685	0.02319	0.02504	-0.00672	0.00444	-0.00315
65.69	0.02301	0.02548	-0.0066	0.0046	-0.00307
65.695	0.02319	0.02645	-0.00629	0.00526	-0.00275
65.7	0.02409	0.02759	-0.00573	0.00568	-0.00228
65.705	0.0252	0.02839	-0.00477	0.006	-0.00142
65.71	0.02618	0.02946	-0.00375	0.00702	-0.00075
65.715	0.02716	0.0304	-0.00315	0.00844	-0.00023
65.72	0.02812	0.03083	-0.00297	0.0097	0.00012
65.725	0.0281	0.03016	-0.00327	0.0108	0
65.73	0.02699	0.02972	-0.00382	0.01139	-0.00047
65.735	0.02559	0.0289	-0.00495	0.01158	-0.00065
65.74	0.02417	0.02812	-0.0059	0.0114	-0.00083
65.745	0.02302	0.02711	-0.00691	0.01068	-0.0014
65.75	0.02179	0.02627	-0.00765	0.00944	-0.00225
65.755	0.02097	0.02609	-0.00808	0.00899	-0.00275
65.76	0.0211	0.02622	-0.00818	0.00904	-0.00279
65.765	0.02165	0.02669	-0.00789	0.00901	-0.00253
65.77	0.02203	0.02747	-0.00714	0.00915	-0.00202
65.775	0.02217	0.02813	-0.00636	0.01004	-0.00136
65.78	0.02196	0.02861	-0.00572	0.01081	-0.00094
65.785	0.02195	0.02888	-0.00516	0.01193	-0.00074
65.79	0.02208	0.02922	-0.00502	0.01289	-0.00072
65.795	0.02221	0.02917	-0.00554	0.01339	-0.00107
65.8	0.02212	0.02847	-0.00634	0.01368	-0.00117
65.805	0.02167	0.0275	-0.00721	0.01339	-0.00151
65.81	0.02175	0.02632	-0.00849	0.01265	-0.00226
65.815	0.02236	0.02544	-0.00957	0.01186	-0.00254
65.82	0.0228	0.02509	-0.01037	0.01134	-0.00222
65.825	0.02318	0.02505	-0.01055	0.01105	-0.00206
65.83	0.02394	0.02557	-0.0103	0.0112	-0.00182
65.835	0.02468	0.02637	-0.00957	0.01178	-0.00168
65.84	0.02573	0.02734	-0.00901	0.01253	-0.00158
65.845	0.02686	0.02845	-0.00809	0.01322	-0.00131
65.85	0.02793	0.02947	-0.00693	0.01384	-0.00075
65.855	0.02873	0.03008	-0.0065	0.01385	0.00012
65.86	0.02883	0.03008	-0.00666	0.01365	0.00049
65.865	0.02838	0.02951	-0.00715	0.01339	0.00049
65.87	0.02756	0.02893	-0.00807	0.01313	0.00018
65.875	0.02649	0.02802	-0.00922	0.01288	0
65.88	0.02571	0.02686	-0.01032	0.01269	-0.00016
65.885	0.02535	0.02616	-0.0112	0.01253	-0.00036
65.89	0.02551	0.02589	-0.01167	0.01231	-0.00076
65.895	0.02641	0.0257	-0.012	0.01206	-0.00076
65.9	0.02754	0.02563	-0.01199	0.01202	-0.00069
65.905	0.02873	0.02604	-0.01177	0.01226	-0.00048
65.91	0.03002	0.0273	-0.01112	0.0122	-0.00022
65.915	0.03107	0.02844	-0.01024	0.01129	-0.00032
65.92	0.03181	0.02903	-0.00952	0.01096	-0.00012
65.925	0.03196	0.02929	-0.00906	0.01121	0.00045
65.93	0.03227	0.02958	-0.00871	0.01141	0.00085
65.935	0.03282	0.02998	-0.00839	0.01133	0.00077
65.94	0.03309	0.02971	-0.0085	0.01141	0.0006
65.945	0.03289	0.0287	-0.00915	0.01096	0
65.95	0.03446	0.02815	-0.01106	0.00986	-0.00102
65.955	0.03413	0.0272	-0.01228	0.01052	-0.00043
65.96	0.03275	0.02609	-0.01323	0.0114	-0.0006
65.965	0.03413	0.02655	-0.01339	0.01104	-0.00093
65.97	0.03692	0.02724	-0.01342	0.01059	-0.00147
65.975	0.0381	0.02834	-0.01309	0.01095	-0.0013
65.98	0.03799	0.02837	-0.01242	0.01126	-0.00077
65.985	0.03886	0.02913	-0.01099	0.01208	-0.00033
65.99	0.04078	0.03034	-0.01005	0.01272	0.00013
65.995	0.04332	0.03176	-0.00972	0.01306	0.00031
66	0.04493	0.03278	-0.00968	0.01316	0.00031
66.005	0.045	0.03345	-0.00946	0.01335	0
66.01	0.04319	0.03279	-0.00969	0.01437	0.00101
66.015	0.04179	0.03162	-0.01083	0.01455	0.0005
66.02	0.04066	0.03089	-0.0118	0.01369	-0.00033
66.025	0.041	0.0301	-0.01316	0.01286	-0.00125
66.03	0.04086	0.02943	-0.01358	0.01287	-0.00169
66.035	0.03942	0.02915	-0.01372	0.01262	-0.00222
66.04	0.03939	0.02847	-0.0139	0.01345	-0.00134
66.045	0.04055	0.02908	-0.0136	0.01415	-0.00151
66.05	0.04256	0.03037	-0.01348	0.01433	-0.00215
66.055	0.0438	0.03081	-0.01245	0.01594	-0.00185
66.06	0.04447	0.03128	-0.01112	0.01808	-0.00198
66.065	0.04541	0.03157	-0.01092	0.01934	-0.0016
66.07	0.04684	0.0319	-0.01131	0.01926	-0.00214
66.075	0.04828	0.03263	-0.01145	0.01818	-0.00326
66.08	0.0485	0.03248	-0.01118	0.01862	-0.00353
66.085	0.04867	0.03142	-0.01218	0.01892	-0.00335
66.09	0.04895	0.03064	-0.01302	0.01885	-0.00373
66.095	0.04941	0.03007	-0.01413	0.01808	-0.00485
66.1	0.04972	0.02998	-0.01481	0.01731	-0.00588
66.105	0.04838	0.02946	-0.01432	0.01819	-0.00593
66.11	0.04749	0.02987	-0.01353	0.01923	-0.00549
66.115	0.04693	0.02996	-0.01379	0.01963	-0.00569
66.12	0.04667	0.03	-0.01349	0.02023	-0.00571
66.125	0.04676	0.03053	-0.01349	0.02097	-0.0051
66.13	0.04686	0.03176	-0.01263	0.02194	-0.00491
66.135	0.04623	0.03243	-0.01186	0.02194	-0.0052
66.14	0.04545	0.03245	-0.01177	0.02153	-0.00461
66.145	0.04424	0.03222	-0.01192	0.02119	-0.0042
66.15	0.04312	0.03204	-0.01241	0.02073	-0.00429
66.155	0.04221	0.0325	-0.01277	0.01992	-0.00512
66.16	0.04009	0.03226	-0.0131	0.02033	-0.0049
66.165	0.03781	0.03144	-0.0133	0.02059	-0.00496
66.17	0.03658	0.0309	-0.0138	0.0206	-0.00499
66.175	0.03625	0.03132	-0.01394	0.02031	-0.00535
66.18	0.03546	0.03122	-0.01366	0.0216	-0.00488
66.185	0.03424	0.03107	-0.01307	0.02306	-0.00442
66.19	0.03269	0.03114	-0.0132	0.02349	-0.00466
66.195	0.03226	0.03131	-0.01362	0.02332	-0.00509
66.2	0.03258	0.03162	-0.01366	0.02322	-0.00455
66.205	0.03252	0.03228	-0.01296	0.02317	-0.00383
66.21	0.0321	0.03258	-0.01245	0.02368	-0.0031
66.215	0.0312	0.03251	-0.01291	0.02432	-0.00277
66.22	0.03122	0.03274	-0.01309	0.02476	-0.00329
66.225	0.03152	0.03254	-0.0133	0.02536	-0.00352
66.23	0.03121	0.03279	-0.01319	0.0258	-0.00356
66.235	0.03081	0.03301	-0.01337	0.02575	-0.0031
66.24	0.03011	0.03274	-0.01351	0.02467	-0.00299
66.245	0.02925	0.03244	-0.01348	0.0232	-0.00292
66.25	0.02864	0.03241	-0.01353	0.02268	-0.00306
66.255	0.02841	0.0322	-0.01369	0.02292	-0.00319
66.26	0.02791	0.03212	-0.01358	0.02309	-0.0034
66.265	0.02736	0.03224	-0.01355	0.0235	-0.00335
66.27	0.02694	0.03245	-0.01332	0.02442	-0.00321
66.275	0.02682	0.03253	-0.01319	0.02497	-0.00301
66.28	0.0272	0.0329	-0.01291	0.0254	-0.00286
66.285	0.02708	0.03357	-0.01255	0.02562	-0.00335
66.29	0.02644	0.03363	-0.01243	0.02513	-0.00374
66.295	0.0251	0.03362	-0.01263	0.02471	-0.00374
66.3	0.02445	0.03401	-0.01259	0.02398	-0.00404
66.305	0.02393	0.0341	-0.01315	0.02332	-0.00436
66.31	0.02245	0.03357	-0.01383	0.02275	-0.00469
66.315	0.02114	0.03386	-0.01404	0.02249	-0.00498
66.32	0.01994	0.03392	-0.01403	0.02316	-0.0046
66.325	0.01908	0.03452	-0.01385	0.02419	-0.00394
66.33	0.01817	0.03508	-0.01329	0.02474	-0.00362
66.335	0.01776	0.03498	-0.0134	0.02507	-0.0033
66.34	0.01728	0.03483	-0.01349	0.02542	-0.00297
66.345	0.01641	0.03531	-0.01309	0.02565	-0.00324
66.35	0.01501	0.03531	-0.01325	0.02572	-0.00287
66.355	0.01328	0.03508	-0.01326	0.02545	-0.00272
66.36	0.01236	0.03472	-0.0133	0.02509	-0.00281
66.365	0.01141	0.03484	-0.01351	0.02473	-0.00325
